mean_block1,std_block1,loss_rate_block1,mean_block2,std_block2,loss_rate_block2,mean_block3,std_block3,loss_rate_block3,mean_block4,std_block4,loss_rate_block4,mean_block5,std_block5,loss_rate_block5,mean_block6,std_block6,loss_rate_block6,longest_success_streak,longest_loss_streak,success_rate,variance,distancia
0.405189620758483,0.49092870356914325,0.5948103792415169,0.12,0.3249615361854385,0.88,0.05,0.21794494717703367,0.95,0.104,0.30526054445342266,0.896,0.524,0.49942366784124287,0.476,0.286,0.9819388983027405,0.714,256.0,316.0,0.24825058313895368,0.31324668962395186,20
0.5329341317365269,0.49891416392678317,0.46706586826347307,0.742,0.4375339986789597,0.258,0.766,0.42337217669563504,0.23399999999999999,0.718,0.4499733325431631,0.28200000000000003,0.632,0.4822613399392491,0.368,0.538,1.0042688882963566,0.46199999999999997,530.0,160.0,0.6547817394201932,0.35266707165588806,20
0.872255489021956,0.3338051091475748,0.12774451097804396,0.762,0.42585913163862066,0.238,0.578,0.4938785275753543,0.42200000000000004,0.884,0.320224920954007,0.11599999999999999,0.764,0.42462218500685994,0.236,0.914,0.9157532418725035,0.08599999999999997,452.0,127.0,0.7957347550816395,0.28916541315063143,20
0.8642714570858283,0.3425000810986291,0.1357285429141717,0.696,0.4599826083668816,0.30400000000000005,0.692,0.46166654632970755,0.30800000000000005,1.0,0.0,0.0,0.868,0.33849076796864047,0.132,0.924,0.9111662855922623,0.07599999999999996,607.0,77.0,0.8407197600799733,0.2605345036048741,20
0.9820359281437125,0.13282079648394512,0.017964071856287456,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.038,0.8488557003401697,-0.038000000000000034,2899.0,9.0,1.0033322225924692,0.12328113221395383,20
0.35728542914171657,0.47919990741311297,0.6427145708582834,0.514,0.4998039615689336,0.486,0.312,0.4633098315382483,0.688,0.89,0.31288975694324034,0.10999999999999999,0.546,0.4978795034945705,0.45399999999999996,0.6,1.0,0.4,288.0,211.0,0.5364878373875375,0.3752930962366094,20
0.1996007984031936,0.399700287315385,0.8003992015968064,0.42,0.4935585071701227,0.5800000000000001,0.382,0.4858765275252551,0.618,0.296,0.4564909637659874,0.704,0.404,0.4906974628016738,0.596,0.412,1.0011273645246144,0.5880000000000001,316.0,244.0,0.352215928023992,0.35478432658401887,20
0.5748502994011976,0.4943656871988094,0.4251497005988024,0.972,0.16497272501841023,0.028000000000000025,0.494,0.4999639987039066,0.506,1.0,0.0,0.0,1.0,0.0,0.0,0.618,0.9980360714924086,0.382,1338.0,133.0,0.7764078640453183,0.30022315120773363,20
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.038,0.8488557003401697,-0.038000000000000034,3000.0,1.0,1.0063312229256913,0.12025315120440247,20
1.0,0.0,0.0,0.798,0.40149221661197865,0.20199999999999996,0.82,0.38418745424597084,0.18000000000000005,1.0,0.0,0.0,0.782,0.4128873938497033,0.21799999999999997,0.824,0.9513274935583435,0.17600000000000005,895.0,72.0,0.870709763412196,0.23919872982470242,20
0.9880239520958084,0.10877785703344285,0.0119760479041916,0.76,0.4270831300812525,0.24,0.866,0.3406523154185217,0.134,0.956,0.20509509989270835,0.04400000000000004,0.884,0.32022492095400695,0.11599999999999999,0.8,0.9591663046625439,0.19999999999999996,728.0,57.0,0.8757080973008997,0.2354678841363664,20
0.874251497005988,0.3315657053869971,0.12574850299401197,1.0,0.0,0.0,0.688,0.4633098315382483,0.31200000000000006,1.0,0.0,0.0,1.0,0.0,0.0,0.612,0.9987271899773231,0.388,1344.0,154.0,0.862379206931023,0.24530576889787153,20
0.5828343313373253,0.49309073561759215,0.4171656686626747,0.714,0.45188936699152366,0.28600000000000003,0.822,0.38251274488570963,0.17800000000000005,0.75,0.4330127018922193,0.25,0.814,0.38910666917954523,0.18600000000000005,1.048,1.0722387793770563,-0.04800000000000004,573.0,38.0,0.7884038653782073,0.36675656598305945,25
0.5948103792415169,0.4909287035691433,0.4051896207584831,0.118,0.3226081214104815,0.882,0.11,0.31288975694324034,0.89,0.076,0.2649981132008302,0.924,0.102,0.3026483107502832,0.898,0.054,1.11851866323276,0.946,54.0,360.0,0.17594135288237253,0.3449193487764437,25
0.9221556886227545,0.2679264349843964,0.07784431137724546,0.964,0.18629009635512025,0.03600000000000003,0.986,0.11749042514179614,0.014000000000000012,0.986,0.11749042514179613,0.014000000000000012,0.996,0.063118935352238,0.0040000000000000036,1.048,1.0722387793770563,-0.04800000000000004,574.0,8.0,0.9836721092969011,0.21599464623643724,25
0.6087824351297405,0.48802293164076194,0.3912175648702595,0.522,0.4995157655169654,0.478,0.624,0.48438001610305936,0.376,0.716,0.45093680266751346,0.28400000000000003,0.908,0.289025950392002,0.09199999999999997,1.048,1.0722387793770563,-0.04800000000000004,558.0,34.0,0.7377540819726758,0.39340635205348085,25
0.499001996007984,0.4999990039870399,0.500998003992016,0.73,0.4439594576084623,0.27,0.844,0.3628553430776512,0.15600000000000003,0.91,0.28618176042508364,0.08999999999999997,0.85,0.3570714214271425,0.15000000000000002,1.042,1.075284148492853,-0.04200000000000004,446.0,61.0,0.8123958680439853,0.35234217717719546,25
0.005988023952095809,0.07715029177679718,0.9940119760479041,0.004,0.063118935352238,0.996,0.044,0.2050950998927083,0.956,0.014,0.11749042514179611,0.986,0.072,0.2584879107424562,0.928,0.152,1.152777515394883,0.848,15.0,633.0,0.04865044985004998,0.24621693912758832,25
0.9720558882235529,0.16481273735204008,0.027944111776447067,0.872,0.33408980828513757,0.128,0.922,0.26817158686184484,0.07799999999999996,0.942,0.23374344910606587,0.05800000000000005,0.976,0.15304901175767194,0.02400000000000002,1.048,1.0722387793770563,-0.04800000000000004,573.0,7.0,0.955348217260913,0.24259135658545902,25
0.5768463073852296,0.4940593537635481,0.4231536926147704,0.746,0.4352975993501457,0.254,0.688,0.4633098315382483,0.31200000000000006,0.464,0.4987023160162784,0.536,0.55,0.49749371855331,0.44999999999999996,1.008,1.091758214990847,-0.008000000000000007,360.0,72.0,0.6721092969010329,0.4203117454683827,25
0.4870259481037924,0.499831645634202,0.5129740518962076,0.36,0.48,0.64,0.572,0.49478884385159694,0.42800000000000005,0.4,0.48989794855663565,0.6,0.268,0.4429175995600084,0.732,0.806,1.1646304134788856,0.19399999999999995,79.0,131.0,0.4821726091302899,0.44961553968292917,25
0.20958083832335328,0.407009472286621,0.7904191616766467,0.254,0.4352975993501458,0.746,0.276,0.4470167782086037,0.724,0.278,0.4480133926569607,0.722,0.302,0.45912525524087644,0.698,0.962,1.1120053956703628,0.038000000000000034,132.0,133.0,0.38020659780073307,0.43558289633767533,25
0.07584830339321358,0.2647552421871654,0.9241516966067864,0.036,0.18629009635512025,0.964,0.096,0.2945912422323515,0.904,0.132,0.3384907679686405,0.868,0.2,0.4,0.8,0.102,1.136484051801872,0.898,19.0,372.0,0.10696434521826058,0.29545632961844004,25
0.8582834331337326,0.34875920280604233,0.14171656686626743,0.89,0.31288975694324034,0.10999999999999999,0.806,0.395428881089887,0.19399999999999995,0.91,0.28618176042508364,0.08999999999999997,0.834,0.37208063642173045,0.16600000000000004,0.992,1.0990614177560778,0.008000000000000007,489.0,54.0,0.8817060979673442,0.30423381032269486,25
0.9720558882235529,0.16481273735204008,0.027944111776447067,0.896,0.30526054445342266,0.10399999999999998,0.556,0.4968541033341679,0.44399999999999995,0.904,0.2945912422323515,0.09599999999999997,0.804,0.3969685126052191,0.19599999999999995,0.862,1.1484580967540785,0.138,252.0,71.0,0.8323892035988004,0.33945077287910586,25
0.6646706586826348,0.47210546932759334,0.33532934131736525,0.718,0.4499733325431631,0.28200000000000003,0.616,0.4863578929142613,0.384,0.974,0.15913516267626082,0.026000000000000023,0.994,0.0772269383052313,0.006000000000000005,1.042,1.075284148492853,-0.04200000000000004,426.0,76.0,0.8347217594135288,0.3378946993232623,25
0.8343313373253493,0.3717829432373727,0.16566866267465075,0.922,0.2681715868618449,0.07799999999999996,0.876,0.3295815528818322,0.124,1.0,0.0,0.0,0.966,0.18122913673027305,0.03400000000000003,0.996,1.0972620470972285,0.0040000000000000036,872.0,38.0,0.9323558813728757,0.26300174739043447,25
0.6926147704590818,0.46141039238512527,0.3073852295409182,0.676,0.46799999999999997,0.32399999999999995,0.954,0.20948508300115307,0.04600000000000004,0.98,0.13999999999999999,0.020000000000000018,0.826,0.3791094828674165,0.17400000000000004,1.008,1.091758214990847,-0.008000000000000007,460.0,58.0,0.8560479840053316,0.3231631886338897,25
0.5429141716566867,0.49815496973433926,0.45708582834331335,0.552,0.4972886485734417,0.44799999999999995,0.73,0.4439594576084622,0.27,0.766,0.4233721766956351,0.23399999999999999,0.512,0.4998559792580259,0.488,0.534,1.2036793592979818,0.46599999999999997,278.0,153.0,0.6061312895701433,0.43866950492232887,25
0.8762475049900199,0.3292989750800705,0.12375249500998009,0.946,0.22601769842204836,0.05400000000000005,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.048,1.0722387793770563,-0.04800000000000004,2198.0,10.0,0.9783405531489503,0.22112367076130682,25
0.7744510978043913,0.41794329150491755,0.22554890219560875,0.69,0.46249324319388707,0.31000000000000005,0.74,0.43863424398922624,0.26,0.646,0.4782091592598368,0.354,0.86,0.34698703145794946,0.14,0.758,1.1761955619708824,0.242,157.0,50.0,0.7447517494168611,0.3900299367055367,25
0.8343313373253493,0.37178294323737265,0.16566866267465075,0.992,0.08908422980528033,0.008000000000000007,1.0,0.0,0.0,0.65,0.4769696007084729,0.35,1.0,0.0,0.0,1.048,1.0722387793770563,-0.04800000000000004,1102.0,105.0,0.9206931022992336,0.2729506692259972,25
0.04590818363273453,0.2092859821112672,0.9540918163672655,0.092,0.289025950392002,0.908,0.224,0.41692205506545227,0.776,0.116,0.32022492095400695,0.884,0.054,0.22601769842204836,0.946,0.12,1.142628548566856,0.88,24.0,220.0,0.10863045651449517,0.29676323598009813,25
0.590818363273453,0.4916828499066559,0.40918163672654695,0.654,0.47569317842491715,0.346,0.982,0.132951118836962,0.018000000000000016,0.616,0.4863578929142613,0.384,0.986,0.11749042514179613,0.014000000000000012,1.01,1.0908253755757609,-0.010000000000000009,306.0,73.0,0.8063978673775408,0.35605370241464557,25
0.6726546906187625,0.46924445421053135,0.3273453093812375,0.71,0.45376205218153715,0.29000000000000004,0.986,0.11749042514179613,0.014000000000000012,0.978,0.14668333238647124,0.02200000000000002,0.998,0.044676615807377355,0.0020000000000000018,1.04,1.076289923765897,-0.040000000000000036,505.0,107.0,0.8973675441519493,0.2920323904027992,25
0.5608782435129741,0.4962800010747714,0.4391217564870259,0.534,0.49884266056543325,0.46599999999999997,0.056,0.22992172581119863,0.944,0.32,0.466476151587624,0.6799999999999999,0.114,0.31781126474686194,0.886,0.098,1.1350753278967878,0.902,113.0,265.0,0.2805731422859047,0.4017852096618687,25
0.41916167664670656,0.49342189399886627,0.5808383233532934,0.548,0.4976906669810074,0.45199999999999996,0.59,0.4918333050943175,0.41000000000000003,0.504,0.4999839997439918,0.496,0.886,0.317811264746862,0.11399999999999999,0.91,1.1322102278287367,0.08999999999999997,125.0,115.0,0.6427857380873042,0.42954558854701436,25
0.8243512974051896,0.3805210058217157,0.17564870259481036,0.7,0.45825756949558394,0.30000000000000004,0.302,0.45912525524087644,0.698,0.796,0.4029689814365368,0.20399999999999996,0.564,0.4958870839213298,0.43600000000000005,0.356,1.1955182976433274,0.644,157.0,84.0,0.5904698433855382,0.4417485629859468,25
0.8303393213572854,0.37533442789758586,0.1696606786427146,0.722,0.44801339265696066,0.278,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.048,1.0722387793770563,-0.04800000000000004,2151.0,70.0,0.9333555481506165,0.26213632443522944,25
0.6926147704590818,0.46141039238512527,0.3073852295409182,0.676,0.46799999999999997,0.32399999999999995,0.954,0.20948508300115307,0.04600000000000004,0.98,0.13999999999999999,0.020000000000000018,0.826,0.3791094828674165,0.17400000000000004,1.008,1.091758214990847,-0.008000000000000007,460.0,58.0,0.8560479840053316,0.3231631886338897,25
0.7744510978043913,0.41794329150491755,0.22554890219560875,0.69,0.46249324319388707,0.31000000000000005,0.74,0.43863424398922624,0.26,0.646,0.4782091592598368,0.354,0.86,0.34698703145794946,0.14,0.758,1.1761955619708824,0.242,157.0,50.0,0.7447517494168611,0.3900299367055367,25
0.590818363273453,0.4916828499066559,0.40918163672654695,0.654,0.47569317842491715,0.346,0.982,0.132951118836962,0.018000000000000016,0.616,0.4863578929142613,0.384,0.986,0.11749042514179613,0.014000000000000012,1.01,1.0908253755757609,-0.010000000000000009,306.0,73.0,0.8063978673775408,0.35605370241464557,25
